name_title,description
First Aid Beauty Gentle Cleansing Wipes,"What it is:First Aid Beauty ‘S Gentle Cleansing Wipes , an easy packaged towelettes that is mild and clears makeup, surface oils, and impurities.What it is formulated to do:Perfect for use any time of day, whenever your skin needs instant refreshing. - This cleans the skin leaving No trace of Make ups, surface oils and impurities - The perfect blend of chamomile, aloe, and bisabolol calm and soothe the skin, while botanical antioxidants minimize free radical damage.What it is formulated WITHOUT:- Parabens- Sulfates- Phthalates Size30 wipes"
DiamonArt® Cubic Zirconia Sterling Silver Teardrop Pendant Necklace,"Romantic and sparkling, cubic zirconia baguettes frame a pear-shaped stone, adding a luxurious touch of glamour to your style.   Metal: Rhodium-plated sterling silverStones: Simulated diamond 1 ⅜ ct. t.w. diamond equivalentSetting: Prong, channel and beadClosure: Spring-ringChain Length: 18"" long Singapore chain Pendant Size: 14x18.2mm   Carat (ct.) total weight (t.w.) represents the approximate total weight of diamonds or equivalent appearance.Jewelry photos are enlarged to show detail."
Xersion™ Graphic No-Side-Seam Leggings - Tall,"With the comfort of our Xersion leggings, you'll want to wear them all day long. enhanced elastic waistband with infinity drawcord key pocket no chafe seams quick dri fabric UV protection 31½"" inseam cotton/spandex washable imported"
Disney Collection Sofia the First Graphic Tee - Girls 2-12,"Dotted to perfection and worthy of any royal, this Sofia the First graphic tee is a crowning addition to any warm-weather wardrobe. crewneck short sleeves glitter details 100% cotton washable imported"
Robbie Bee® Cap-Sleeve Textured Fit-and-Flare Dress - Petite,"Our charming texture knit dress with gently flared silhouette adds girlish whimsy to your everyday look. 36"" length from shoulder knit polyester/spandex machine wash, line dry imported"
Messages from the Heart® by Sandra Magsamen® Metal Tassel Necklace,"Tri-tone metals and an abundant metal tassel highlight this layered necklace that also features charms significant to the wearer.   Metal: Silver-tone, copper-tone and brass-tone metals Stones: Glass stones Closure: Lobster clasp Length: 26"" rolo and curb chains with 3"" extender Jewelry photos are enlarged to show detail.  "
Royal Velvet® Azure Euro Pillow,"With chenille fabric on one side and blue matte sateen on the other, this Euro pillow is perfect for adding two versatile looks to your bed. cord trim detailing sateen weave measures 26x26"" Sold individually. Polyester with polyester back. Spot clean. Imported.  "
Gloria Vanderbilt® Skylar Skimmers - Plus,"Start your day right by pairing our Skylar skimmers with your favorite top, creating a look you'll love.●    button closure●    mid rise●    relaxed fit●    17"" inseam●    cotton/spandex●    washable●    imported  "
Signature by Sangria Cap-Sleeve Pleated Fit-and-Flare Dress - Petite,"Your work-to-weekend style gets an extra polished appeal with the pleated silhouette of our fit-and-flare dress. cap sleeves sweetheart neckline back zipper 40½"" length from shoulder nylon mesh polyester knit polyester lining dry clean only imported"
AirScape Lite® Medium Canister,"This AirScape Lite medium canister is a revolution in food storage. The patented inner lid forces air out of the compartment, away from food and locks it out. The absence of air in your kitchen canisters limits the amount of oxidization and bacterial growth that can occur, thus preserving the contents. patented valve forces air out, then locks the lid in place made from a durable, BPA-free plastic durable construction resists scratching and staining stackable to save space though originally designed for coffee storage, it's also perfect for tea, flour, sugar, spices, cereal, seeds, nuts, cookies and so much more Plastic. Measures 4½x4½x7""H; holds approx. 1 pound of coffee. Canister is dishwasher safe; hand wash inner lid. Imported.  "
Stylus™ Dolman Short-Sleeve Lace Trim Tee,"Lace details on the neckline and fashionable dolman sleeves make our Stylus tee a must for casual, warm-weather wear. v-neck short sleeves approx. 26⅝-28"" length rayon/polyester washable imported"
Worthington® Grommet Detail Asymmetric Peplum Shirt - Tall,"Turn up the trend alert with our fun Worthington layered top with shoulder grommet detail.   crewneck long sleeves grommet detail at shoulders layered hem approx. 30½"" length cotton/rayon chiffon hem: polyester machine wash, dry flat imported"
Design Imports Woven Metallic Set of 6 Round Placemats,"Bring a metallic ting to your table with our round placemats, which stand out without taking over your setting.  woven set of 6 polypropylene each placemat has a 14¾"" diameter shake briskly and wipe with damp sponge imported"
Disney® Nemo Boys Athletic Shoes - Toddler,"You’ll catch him wanting to wear these shoes all the time, thanks to their cool Finding Nemo design. construction plastic/polyester upper slip-resistant rubber sole details self-adhesive closure removable sock lining"
City Streets® Performance Leggings,"Our City Streets leggings are fitness fashion that takes you from activity to inactivity with the same level of comfort. mid rise elastic waistband 22"" inseam polyester/spandex washable imported"
Okie Dokie® Mesh Shorts - Preschool Boys 4-7,These sporty mesh shorts give your active boy breathable comfort all day long. elastic waist polyester washable imported
Spring Step Hope Leather Sandals,"These closed-toe leather sandals feature cut-outs and removable insoles for all day comfort with style. construction leather upper synthetic sole details 2” heel closed toe adjustable hook and loop closure leather lining removable insoles and deep pocket to accommodate a custom orthodic soft, breathable fabric provides great traction in any weather side stitching and cut-outs on the upper add interest"
Red Kap® Lined Work Jacket–Big & Tall,"This permanent-lined Red Kap twill panel jacket is ready for anything.   7.25 oz. twill hip-length 2-piece lined, topstitched collar with sewn-in stays front zipper closure utility pocket on left sleeve button cuffs 2 lower inset on-seam pockets rib-knit bottom permanently lined with black quilted lining shell: polyester/cotton lining: polyester polyester/cotton with nylon lining washable imported of domestic goods"
Stylus™ Short-Sleeve Crochet-Trim Tee,"Our versatile short-sleeve tee features a delicate crochet trim, making it a top you can easily wear with almost any outfit. scoopneck crochet at sleeve and front bottom approx. 26½-27¾"" length cotton/Modal® machine wash, dry flat imported"
JF J. Ferrar® Mens Crew Socks,"With a cotton blend and spandex for superior breathability and fit, these socks provide the ultimate in comfort. cotton rich fabric for breathability spandex for superior fit comfort seam at toe for reduced twist non-binding welt for comfort at calf purple space, grey/green and start/stripes: rayon/cotton/polyester/spandex all other patterns: polyester/rayon/cotton/spandex washable imported sock size 10-13 fits shoe sizes 6-12"
Personalized Mens 7mm Comfort Fit Tungsten Carbide Wedding Band,"Men's tungsten carbide ring has ornate styling and stands out for its traditional good looks. Designed with a rounded comfort fit interior that slides on easily and avoids pinching. Engrave inside of band with names, a date or sweet sentiment and make it truly personal.Metal: Tungsten carbideDimensions: 7mm widePersonalize: Up to 25 characters (including spaces) in Script MT Bold fontJewelry photos are enlarged to show detail. "
Alyx® Print Gaucho Pull-On Pants,"A spunky, standout print adds serious style to our pull-on pants from Alyx. 23"" inseam polyester/spandex machine wash, line dry imported"
Van Heusen® Long-Sleeve Flex Collar Dress Shirt - Big & Tall,"Our dress shirt from Van Heusen has a flexible collar and comfortable fit so you can look sharp and feel fantastic. FLEX collar expands ½"" wrinkle-free fabric spread collar with permanent stays long sleeves button-front adjustable 2-button cuffs v-shaped bottom pocket shirt tail cotton/polyester washable imported"
"Heys® FVT Cities 26"" Hardside Spinner Luggage","Uniquely designed to celebrate an iconic city, this luggage is incredibly lightweight and offers ample storage space. durable hardside design expandable by 2"" lightweight aluminum internal handle system built-in TSA lock 2 big interior compartments and 3 zipper pockets spinner wheels corner guards on bottom polycarbonate composite/polyester 17x11½x26""H imported"
Okie Dokie® Sleeveless Smocked Romper - Toddler Girls 2t-5t,She'll look sweeter than ever when she spends her warm and sunny days in this sleeveless smocked romper by Okie Dokie. straightneck smocked front neck elastic waist cotton/polyester washable imported
Alfred Dunner® Coral Dreams Capris,"Keep it light and fun with our adorable Alfred Dunner capris that give you all the comfort you want, a look that coordinates with your favorite tops and a kicky embellished hem.   elastic waistband flat side pockets embellished hemline 19"" petite inseam 21"" misses inseam cotton/polyester machine wash, line dry imported"
Adonna® Short-Sleeve Snap-Front Caftan,"This soft, 100% cotton nightgown has a look reminiscent of a day dress, letting you answer the doorbell without a need to blush. roundneck short sleeves snap front pockets 100% cotton washable imported"
Disney Doc McStuffins Lambie Kids Time Teacher Pink Strap Watch,"Is it time for a hug from Lambie? Keep her up-to-date with her checkups with this sweetheart of a watch, featuring that wooly animal friend and a shiny, silver-tone bezel.   Brand: Disney Dial Color: Multicolor Strap: Pink nylon Clasp: Self-adhesive Movement: Analog Water Resistance: 30m Case Width: 32mm Case Thickness: 3.5mm Bracelet Dimensions: 7"" long, 16mm wide Model No.: W000913 Special Features: Stainless steel case, Japanese quartz movement, nylon fast strap, 3ATM water resistance Jewelry photos are enlarged to show detail."
